Title,Price,Release Date,Tags,Description,Reviews,URL,Preprocessed_Description,Preprocessed_Title,Cleaned_Description,Tokenized_Description
Total War: SHOGUN 2,Free,"15 Mar, 2011","['Strategy', 'Historical', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'Tactical', 'Singleplayer', 'Multiplayer', 'Real Time Tactics', 'Military', 'Diplomacy', 'Ninja', 'Co-op', 'Turn-Based', 'Medieval', 'Great Soundtrack', 'Moddable', 'Turn-Based Tactics', 'Action', 'Stylized']",Total War: SHOGUN 2 is the perfect mix of real-time and turn-based strategy gaming for newcomers and veterans alike.,"- 91% of the 237 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/201270/Total_War_SHOGUN_2/?snr=1_7_7_7000_150_8,Total War SHOGUN 2 is the perfect mix of realtime and turnbased strategy gaming for newcomers and veterans alike,Total War SHOGUN 2,total war shogun 2 perfect mix realtime turnbased strategy gaming newcomer veteran alike,"['total', 'war', 'shogun', '2', 'perfect', 'mix', 'realtime', 'turnbased', 'strategy', 'gaming', 'newcomer', 'veteran', 'alike']"
Le Mans Ultimate,Free,"20 Feb, 2024","['Racing', 'Automobile Sim', 'VR', 'Driving', 'Multiplayer', 'Realistic', 'Immersive Sim', 'Singleplayer', 'Early Access', 'PvP', 'Simulation']","Le Mans is a continually evolving story... powered by emotion, speed and glory. Le Mans Ultimate - the official game of the FIA World Endurance Championship and 24 Hours of Le Mans.",- 78% of the 356 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2399420/Le_Mans_Ultimate/?snr=1_7_7_7000_150_8,Le Mans is a continually evolving story powered by emotion speed and glory Le Mans Ultimate  the official  of the FIA World Endurance Championship and 24 Hours of Le Mans,Le Mans Ultimate,le man continually evolving story powered emotion speed glory le man ultimate official fia world endurance championship 24 hour le man,"['le', 'man', 'continually', 'evolving', 'story', 'powered', 'emotion', 'speed', 'glory', 'le', 'man', 'ultimate', 'official', 'fia', 'world', 'endurance', 'championship', '24', 'hour', 'le', 'man']"
Brotato,Free,"23 Jun, 2023","['Roguelike', 'Singleplayer', 'Action Roguelike', 'Sci-fi', 'Bullet Hell', 'Survival', 'Arena Shooter', 'Roguelite', 'Hack and Slash', 'Local Co-Op', 'Replay Value', 'Arcade', 'Multiplayer', 'Casual', 'Top-Down Shooter', 'Action', 'Controller', 'RPG', '2D', 'Co-op']",Brotato is a top-down arena shooter roguelite where you play a potato wielding up to 6 weapons at a time to fight off hordes of aliens. Choose from a variety of traits and items to create unique builds and survive until help arrives.,"- 95% of the 2,017 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1942280/Brotato/?snr=1_7_7_7000_150_8,Brotato is a topdown arena shooter roguelite where you play a potato wielding up to 6 weapons at a time to fight off hordes of aliens Choose from a variety of traits and items to create unique builds and survive until help arrives,Brotato,brotato topdown arena shooter roguelite play potato wielding 6 weapon time fight horde alien choose variety trait item create unique build survive help arrives,"['brotato', 'topdown', 'arena', 'shooter', 'roguelite', 'play', 'potato', 'wielding', '6', 'weapon', 'time', 'fight', 'horde', 'alien', 'choose', 'variety', 'trait', 'item', 'create', 'unique', 'build', 'survive', 'help', 'arrives']"
[NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ2,Free,"9 Jun, 2021","['Action', 'Violent', 'Gore', 'Hack and Slash', 'Adventure', 'Ninja', 'Singleplayer', 'Character Action Game', 'Difficult', 'Spectacle fighter', 'Nudity', 'Sexual Content', 'Controller', 'Third Person', 'Female Protagonist']",3 high speed ninja action titles are now available in one package!,- 69% of the 23 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1580790/NINJA_GAIDEN_Master_Collection_NINJA_GAIDEN_S2/?snr=1_7_7_7000_150_8,3 high speed ninja action titles are now available in one package,NINJA GAIDEN Master Collection NINJA GAIDEN 2,3 high speed ninja action title available one package,"['3', 'high', 'speed', 'ninja', 'action', 'title', 'available', 'one', 'package']"
This War of Mine,Free,"14 Nov, 2014","['Survival', 'War', 'Atmospheric', 'Singleplayer', 'Strategy', 'Choices Matter', 'Simulation', 'Crafting', 'Base Building', 'Resource Management', 'Post-apocalyptic', 'Story Rich', 'Management', 'Indie', 'Emotional', 'Realistic', '2.5D', 'Psychological', 'Drama', 'Stealth']","In This War Of Mine you do not play as an elite soldier, rather a group of civilians trying to survive in a besieged city; struggling with lack of food, medicine and constant danger from snipers and hostile scavengers. The game provides an experience of war seen from an entirely new angle.","- 94% of the 60,528 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/282070/This_War_of_Mine/?snr=1_7_7_7000_150_8,In This War Of Mine you do not play as an elite soldier rather a group of civilians trying to survive in a besieged city struggling with lack of food medicine and constant danger from snipers and hostile scavengers The  provides an experience of war seen from an entirely new angle,This War of Mine,war mine play elite soldier rather group civilian trying survive besieged city struggling lack food medicine constant danger sniper hostile scavenger provides experience war seen entirely new angle,"['war', 'mine', 'play', 'elite', 'soldier', 'rather', 'group', 'civilian', 'trying', 'survive', 'besieged', 'city', 'struggling', 'lack', 'food', 'medicine', 'constant', 'danger', 'sniper', 'hostile', 'scavenger', 'provides', 'experience', 'war', 'seen', 'entirely', 'new', 'angle']"
Crusader Kings III: Tours & Tournaments,Free,"11 May, 2023","['Strategy', 'RPG', 'Simulation', 'Medieval']",N/A,"- 76% of the 1,356 user reviews for this game are positive.",https://store.steampowered.com/app/2311920/Crusader_Kings_III_Tours__Tournaments/?snr=1_7_7_7000_150_8,NA,Crusader Kings III Tours Tournaments,na,['na']
The Isle,Free,"1 Dec, 2015","['Dinosaurs', 'Survival', 'Open World', 'Multiplayer', 'Simulation', 'Hunting', 'Realistic', 'Massively Multiplayer', 'Adventure', 'Early Access', 'Action', 'Third Person', 'Horror', 'Co-op', 'Sandbox', 'Walking Simulator', 'Strategy', 'Team-Based', 'RPG', 'Indie']",Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive.,"- 76% of the 1,726 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_7000_150_8,Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs Hunt Grow Survive,The Isle,experience fierce open world survival gameplay attempt stay alive unforgiving island inhabited dinosaur hunt grow survive,"['experience', 'fierce', 'open', 'world', 'survival', 'gameplay', 'attempt', 'stay', 'alive', 'unforgiving', 'island', 'inhabited', 'dinosaur', 'hunt', 'grow', 'survive']"
STALCRAFT: X,Free,"9 Dec, 2022","['Free to Play', 'MMORPG', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Adventure', 'First-Person', 'Atmospheric', 'Looter Shooter', 'Horror', 'Massively Multiplayer', 'PvP', 'RPG', 'Combat', 'Tactical', 'Story Rich', 'PvE', 'Team-Based', 'Alternate History']","STALCRAFT: X is the largest online game set in the open world of the Chernobyl Exclusion Zone. Dive into this universe, filled with mutants and anomalies alone or with friends — unforgettable experiences are guaranteed!","- 72% of the 3,032 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1818450/STALCRAFT_X/?snr=1_7_7_7000_150_8,STALCRAFT X is the largest online  set in the open world of the Chernobyl Exclusion Zone Dive into this universe filled with mutants and anomalies alone or with friends  unforgettable experiences are guaranteed,STALCRAFT X,stalcraft x largest online set open world chernobyl exclusion zone dive universe filled mutant anomaly alone friend unforgettable experience guaranteed,"['stalcraft', 'x', 'largest', 'online', 'set', 'open', 'world', 'chernobyl', 'exclusion', 'zone', 'dive', 'universe', 'filled', 'mutant', 'anomaly', 'alone', 'friend', 'unforgettable', 'experience', 'guaranteed']"
Sky: Children of the Light,Free,"10 Apr, 2024","['Early Access', 'Cozy', 'MMORPG', 'Multiplayer', 'Relaxing', 'Adventure', 'Indie', 'Exploration', 'Massively Multiplayer', 'Puzzle', 'Emotional', 'Casual', 'Atmospheric', 'Cute', 'Online Co-Op', '3D', 'RPG', 'Character Customization', 'Family Friendly', 'Fantasy']","Sky: Children of the Light is a peaceful, award-winning MMO from the creators of Journey. Explore a beautifully-animated kingdom across seven realms and create enriching memories with other players in this delightful puzzle-adventure game.",- 84% of the 636 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2325290/Sky_Children_of_the_Light/?snr=1_7_7_7000_150_8,Sky Children of the Light is a peaceful awardwinning MMO from the creators of Journey Explore a beautifullyanimated kingdom across seven realms and create enriching memories with other players in this delightful puzzleadventure,Sky Children of the Light,sky child light peaceful awardwinning mmo creator journey explore beautifullyanimated kingdom across seven realm create enriching memory player delightful puzzleadventure,"['sky', 'child', 'light', 'peaceful', 'awardwinning', 'mmo', 'creator', 'journey', 'explore', 'beautifullyanimated', 'kingdom', 'across', 'seven', 'realm', 'create', 'enriching', 'memory', 'player', 'delightful', 'puzzleadventure']"
Starfield,Free,"5 Sep, 2023","['Space', 'Singleplayer', 'Open World', 'RPG', 'Sci-fi', 'Exploration', 'First-Person', 'Character Customization', 'Story Rich', 'Action-Adventure', 'Third Person', 'Adventure', 'Action RPG', 'Atmospheric', 'Moddable', 'Action', 'Space Sim', 'Cinematic', 'Realistic', 'Great Soundtrack']","Starfield is the first new universe in 25 years from Bethesda Game Studios, the award-winning creators of The Elder Scrolls V: Skyrim and Fallout 4.",- 54% of the 732 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1716740/Starfield/?snr=1_7_7_7000_150_8,Starfield is the first new universe in 25 years from Bethesda  Studios the awardwinning creators of The Elder Scrolls V Skyrim and Fallout 4,Starfield,starfield first new universe 25 year bethesda studio awardwinning creator elder scroll v skyrim fallout 4,"['starfield', 'first', 'new', 'universe', '25', 'year', 'bethesda', 'studio', 'awardwinning', 'creator', 'elder', 'scroll', 'v', 'skyrim', 'fallout', '4']"
Lost Judgment,Free,"14 Sep, 2022","['Action', 'Adventure', ""Beat 'em up"", 'Action-Adventure', '3D Fighter', 'Cinematic', 'Realistic', 'Third Person', 'Hack and Slash', 'Crime', 'Conspiracy', 'Detective', 'Dark', 'Drama', 'Foreign', 'Investigation', 'Gambling', 'Martial Arts', 'Logic', 'Modern']","When a police officer discloses the murder of the student teacher who bullied his son to suicide, the twisted secrets of a Yokohama, high school bleed out. Nothing, in this case, is black and white.",- 93% of the 174 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2058190/Lost_Judgment/?snr=1_7_7_7000_150_8,When a police officer discloses the murder of the student teacher who bullied his son to suicide the twisted secrets of a Yokohama high school bleed out Nothing in this case is black and white,Lost Judgment,police officer discloses murder student teacher bullied son suicide twisted secret yokohama high school bleed nothing case black white,"['police', 'officer', 'discloses', 'murder', 'student', 'teacher', 'bullied', 'son', 'suicide', 'twisted', 'secret', 'yokohama', 'high', 'school', 'bleed', 'nothing', 'case', 'black', 'white']"
Barony,Free,"23 Jun, 2015","['Dungeon Crawler', 'Action Roguelike', 'Fantasy', 'Online Co-Op', 'First-Person', 'Co-op Campaign', 'Local Co-Op', 'Co-op', 'Immersive Sim', 'Split Screen', 'RPG', 'Roguelike', 'Difficult', 'Pixel Graphics', '4 Player Local', 'Action RPG', 'Voxel', 'Singleplayer', 'Moddable', 'Indie']","Barony is the premier first-person roguelike with cooperative play! Adventure alone, or gather a party with iconic and unusual RPG classes to face off against the brutal dungeons. Test your resourcefulness, wits, and friendships, on your quest to lift the evil lich's curse!",- 95% of the 247 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/371970/Barony/?snr=1_7_7_7000_150_8,Barony is the premier firstperson roguelike with cooperative play Adventure alone or gather a party with iconic and unusual RPG classes to face off against the brutal dungeons Test your resourcefulness wits and friendships on your quest to lift the evil lichs curse,Barony,barony premier firstperson roguelike cooperative play adventure alone gather party iconic unusual rpg class face brutal dungeon test resourcefulness wit friendship quest lift evil lichs curse,"['barony', 'premier', 'firstperson', 'roguelike', 'cooperative', 'play', 'adventure', 'alone', 'gather', 'party', 'iconic', 'unusual', 'rpg', 'class', 'face', 'brutal', 'dungeon', 'test', 'resourcefulness', 'wit', 'friendship', 'quest', 'lift', 'evil', 'lichs', 'curse']"
Slay the Princess — The Pristine Cut,Free,"23 Oct, 2023","['Visual Novel', 'Choices Matter', 'Psychological Horror', 'Horror', 'Choose Your Own Adventure', 'Story Rich', 'Interactive Fiction', 'Romance', 'Dating Sim', 'Point & Click', 'Adventure', 'Lore-Rich', 'CRPG', 'First-Person', 'RPG', 'Walking Simulator', 'Simulation', 'Dark Humor', 'Comic Book', 'Hand-drawn']",You're here to slay the princess. Don't believe her lies.,"- 96% of the 1,271 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1989270/Slay_the_Princess__The_Pristine_Cut/?snr=1_7_7_7000_150_8,Youre here to slay the princess Dont believe her lies,Slay the Princess The Pristine Cut,youre slay princess dont believe lie,"['youre', 'slay', 'princess', 'dont', 'believe', 'lie']"
House Flipper 2,Free,"14 Dec, 2023","['Co-op', 'Online Co-Op', 'Simulation', 'Building', 'Design & Illustration', 'Casual', 'Relaxing', 'Sandbox', 'Family Friendly', 'Destruction', '3D', 'Immersive Sim', 'First-Person', 'Singleplayer', 'Colorful', 'Education', 'Indie', 'Base Building', 'Realistic', 'Replay Value']",It's time to dust off your hammer - House Flipper is back in a brand-new fashion! Buy and renovate run-down houses! Or maybe you want to build new ones? Now you can! Start as a rookie Flipper and make a fortune by helping out the community of the charming town of Pinnacove.,- 83% of the 454 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1190970/House_Flipper_2/?snr=1_7_7_7000_150_8,Its time to dust off your hammer  House Flipper is back in a brandnew fashion Buy and renovate rundown houses Or maybe you want to build new ones Now you can Start as a rookie Flipper and make a fortune by helping out the community of the charming town of Pinnacove,House Flipper 2,time dust hammer house flipper back brandnew fashion buy renovate rundown house maybe want build new one start rookie flipper make fortune helping community charming town pinnacove,"['time', 'dust', 'hammer', 'house', 'flipper', 'back', 'brandnew', 'fashion', 'buy', 'renovate', 'rundown', 'house', 'maybe', 'want', 'build', 'new', 'one', 'start', 'rookie', 'flipper', 'make', 'fortune', 'helping', 'community', 'charming', 'town', 'pinnacove']"
The Lord of the Rings: Return to Moria™,Free,"27 Aug, 2024","['Open World Survival Craft', 'Base Building', 'Dwarf', 'Survival', 'Exploration', 'Crafting', 'Online Co-Op', 'Building', 'Adventure', 'Action-Adventure', 'Open World', 'PvE', 'Multiplayer', 'Sandbox', 'RPG', 'Action', 'Character Customization', 'Third Person', 'Singleplayer', '3D']","The only survival crafting game set in the Fourth Age of Middle-earth™. Embark on an epic journey to reclaim the Dwarven homeland of Moria, and explore, craft, and build in procedurally generated worlds. Play as a solo adventurer, or join friends in co-op gameplay for up to 8 players.",- 82% of the 708 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2933130/The_Lord_of_the_Rings_Return_to_Moria/?snr=1_7_7_7000_150_8,The only survival crafting  set in the Fourth Age of MiddleearthTM Embark on an epic journey to reclaim the Dwarven homeland of Moria and explore craft and build in procedurally generated worlds Play as a solo adventurer or join friends in coop gameplay for up to 8 players,The Lord of the Rings Return to MoriaTM,survival crafting set fourth age middleearthtm embark epic journey reclaim dwarven homeland moria explore craft build procedurally generated world play solo adventurer join friend coop gameplay 8 player,"['survival', 'crafting', 'set', 'fourth', 'age', 'middleearthtm', 'embark', 'epic', 'journey', 'reclaim', 'dwarven', 'homeland', 'moria', 'explore', 'craft', 'build', 'procedurally', 'generated', 'world', 'play', 'solo', 'adventurer', 'join', 'friend', 'coop', 'gameplay', '8', 'player']"
TEKKEN 8,Free,"25 Jan, 2024","['Fighting', '3D Fighter', 'Action', 'Multiplayer', 'Local Multiplayer', 'eSports', 'Arcade', 'PvP', 'Singleplayer', 'Competitive', 'Martial Arts', 'Character Customization', 'Casual', 'Great Soundtrack', 'Anime', 'Difficult', 'Controller', 'Story Rich', 'Sexual Content', 'Nudity']","Get ready for the next chapter in the legendary fighting game franchise, TEKKEN 8.","- 64% of the 1,068 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/1778820/TEKKEN_8/?snr=1_7_7_7000_150_8,Get ready for the next chapter in the legendary fighting  franchise TEKKEN 8,TEKKEN 8,get ready next chapter legendary fighting franchise tekken 8,"['get', 'ready', 'next', 'chapter', 'legendary', 'fighting', 'franchise', 'tekken', '8']"
The Roottrees are Dead,Free,"15 Jan, 2025","['Puzzle', 'Mystery', 'Detective', 'Atmospheric', 'Story Rich', 'Point & Click', ""1990's"", 'Singleplayer', 'Adventure', 'Investigation', 'Logic', 'Interactive Fiction', 'Retro', 'Indie', 'Stylized', '2D', 'Casual', 'Noir', 'Alternate History', 'Immersive']","A genealogical mystery straight out of 1998. Scour the early Internet for clues, uncover hidden connections, and piece together the family tree behind the secretive Roottree Corporation.",- 97% of the 519 user reviews for this game are positive.,https://store.steampowered.com/app/2754380/The_Roottrees_are_Dead/?snr=1_7_7_7000_150_8,A genealogical mystery straight out of 1998 Scour the early Internet for clues uncover hidden connections and piece together the family tree behind the secretive Roottree Corporation,The Roottrees are Dead,genealogical mystery straight 1998 scour early internet clue uncover hidden connection piece together family tree behind secretive roottree corporation,"['genealogical', 'mystery', 'straight', '1998', 'scour', 'early', 'internet', 'clue', 'uncover', 'hidden', 'connection', 'piece', 'together', 'family', 'tree', 'behind', 'secretive', 'roottree', 'corporation']"
PowerWash Simulator,Free,"14 Jul, 2022","['Casual', 'Relaxing', 'Simulation', 'Multiplayer', 'First-Person', '3D', 'Sandbox', 'Funny', 'Co-op', 'Immersive Sim', 'Online Co-Op', 'Family Friendly', 'Colorful', 'Story Rich', 'Realistic', 'Wholesome', 'Singleplayer', 'Indie', 'Cozy', 'Atmospheric']","Release the Pressure with PowerWash Simulator! Wash away your worries with the soothing sounds of high-pressure water. Fire up your power washer and blast away every speck of dirt and grime you can find, all with the simple satisfaction of power-washing to a sparkling finish.",- 97% of the 570 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1290000/PowerWash_Simulator/?snr=1_7_7_7000_150_8,Release the Pressure with PowerWash Simulator Wash away your worries with the soothing sounds of highpressure water Fire up your power washer and blast away every speck of dirt and grime you can find all with the simple satisfaction of powerwashing to a sparkling finish,PowerWash Simulator,release pressure powerwash simulator wash away worry soothing sound highpressure water fire power washer blast away every speck dirt grime find simple satisfaction powerwashing sparkling finish,"['release', 'pressure', 'powerwash', 'simulator', 'wash', 'away', 'worry', 'soothing', 'sound', 'highpressure', 'water', 'fire', 'power', 'washer', 'blast', 'away', 'every', 'speck', 'dirt', 'grime', 'find', 'simple', 'satisfaction', 'powerwashing', 'sparkling', 'finish']"
Sekiro™: Shadows Die Twice - GOTY Edition,Free,"21 Mar, 2019","['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Violent', 'Atmospheric', 'Assassin', 'Dark Fantasy', 'Hack and Slash', 'RPG', 'Gore', 'Great Soundtrack', 'Rhythm', 'Dark']","Game of the Year - The Game Awards 2019 Best Action Game of 2019 - IGN Carve your own clever path to vengeance in the award winning adventure from developer FromSoftware, creators of Bloodborne and the Dark Souls series. Take Revenge. Restore Your Honor. Kill Ingeniously.","- 93% of the 3,067 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice__GOTY_Edition/?snr=1_7_7_7000_150_8,of the Year  The  Awards 2019 Best Action  of 2019  IGN Carve your own clever path to vengeance in the award winning adventure from developer FromSoftware creators of Bloodborne and the Dark Souls series Take Revenge Restore Your Honor Kill Ingeniously,SekiroTM Shadows Die Twice GOTY Edition,year award 2019 best action 2019 ign carve clever path vengeance award winning adventure developer fromsoftware creator bloodborne dark soul series take revenge restore honor kill ingeniously,"['year', 'award', '2019', 'best', 'action', '2019', 'ign', 'carve', 'clever', 'path', 'vengeance', 'award', 'winning', 'adventure', 'developer', 'fromsoftware', 'creator', 'bloodborne', 'dark', 'soul', 'series', 'take', 'revenge', 'restore', 'honor', 'kill', 'ingeniously']"
Enlisted,Free,"16 Jul, 2024","['FPS', 'World War II', 'Multiplayer', 'Shooter', 'PvP', 'Vehicular Combat', 'First-Person', 'Team-Based', 'Action', '3D', 'Realistic', 'War', 'Free to Play', 'Co-op', 'Simulation', 'Massively Multiplayer', 'Online Co-Op', 'Gore', 'PvE', 'Singleplayer']","In Enlisted, you are not only commanding a single soldier, but an entire squad! This MMO squad based shooter recreates the key battles of the bloodiest war of the 20th century, with hundreds of soldiers, tanks and aircraft taking part in each battle.","- 80% of the 2,161 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2051620/Enlisted/?snr=1_7_7_7000_150_8,In Enlisted you are not only commanding a single soldier but an entire squad This MMO squad based shooter recreates the key battles of the bloodiest war of the 20th century with hundreds of soldiers tanks and aircraft taking part in each battle,Enlisted,enlisted commanding single soldier entire squad mmo squad based shooter recreates key battle bloodiest war 20th century hundred soldier tank aircraft taking part battle,"['enlisted', 'commanding', 'single', 'soldier', 'entire', 'squad', 'mmo', 'squad', 'based', 'shooter', 'recreates', 'key', 'battle', 'bloodiest', 'war', '20th', 'century', 'hundred', 'soldier', 'tank', 'aircraft', 'taking', 'part', 'battle']"
PGA TOUR 2K23,Free,"13 Oct, 2022","['Sports', 'Simulation', 'RPG', 'Golf', 'Third Person', 'PvP', 'Singleplayer', 'Local Multiplayer', 'Local Co-Op', 'Controller', '4 Player Local', 'Multiplayer']","Hit the links with more swagger in PGA TOUR 2K23. Now featuring playable male and female pros, including Tiger Woods, new licensed courses, more control options, an authentic PGA TOUR MyCAREER, Course Designer, and new MyPLAYER Skills and Archetypes! PGA TOUR 2K23. More Golf. More Game.",- 79% of the 99 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1588010/PGA_TOUR_2K23/?snr=1_7_7_7000_150_8,Hit the links with more swagger in PGA TOUR 2K23 Now featuring playable male and female pros including Tiger Woods new licensed courses more control options an authentic PGA TOUR MyCAREER Course Designer and new MyPLAYER Skills and Archetypes PGA TOUR 2K23 More Golf More,PGA TOUR 2K23,hit link swagger pga tour 2k23 featuring playable male female pro including tiger wood new licensed course control option authentic pga tour mycareer course designer new myplayer skill archetype pga tour 2k23 golf,"['hit', 'link', 'swagger', 'pga', 'tour', '2k23', 'featuring', 'playable', 'male', 'female', 'pro', 'including', 'tiger', 'wood', 'new', 'licensed', 'course', 'control', 'option', 'authentic', 'pga', 'tour', 'mycareer', 'course', 'designer', 'new', 'myplayer', 'skill', 'archetype', 'pga', 'tour', '2k23', 'golf']"
Cuphead,Free,"29 Sep, 2017","['Difficult', 'Cartoon', 'Co-op', 'Platformer', 'Great Soundtrack', 'Local Co-Op', '2D', 'Hand-drawn', 'Multiplayer', 'Indie', 'Retro', 'Cartoony', 'Bullet Hell', 'Action', ""Shoot 'Em Up"", 'Singleplayer', 'Side Scroller', 'Colorful', 'Funny', 'Souls-like']","Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era, i.e. traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings.","- 95% of the 2,723 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/268910/Cuphead/?snr=1_7_7_7000_150_8,Cuphead is a classic run and gun action  heavily focused on boss battles Inspired by cartoons of the 1930s the visuals and audio are painstakingly created with the same techniques of the era ie traditional hand drawn cel animation watercolor backgrounds and original jazz recordings,Cuphead,cuphead classic run gun action heavily focused bos battle inspired cartoon 1930s visuals audio painstakingly created technique era ie traditional hand drawn cel animation watercolor background original jazz recording,"['cuphead', 'classic', 'run', 'gun', 'action', 'heavily', 'focused', 'bos', 'battle', 'inspired', 'cartoon', '1930s', 'visuals', 'audio', 'painstakingly', 'created', 'technique', 'era', 'ie', 'traditional', 'hand', 'drawn', 'cel', 'animation', 'watercolor', 'background', 'original', 'jazz', 'recording']"
ENDLESS™ Space 2,Free,"18 May, 2017","['Strategy', 'Space', 'Sci-fi', '4X', 'Turn-Based Strategy', 'Multiplayer', 'Turn-Based', 'Grand Strategy', 'Great Soundtrack', 'Singleplayer', 'Action', 'Open World', 'War', 'Atmospheric', 'Moddable', 'Co-op', 'Sandbox', 'RPG', 'Indie', 'RTS']","ENDLESS™ Space 2 is a Strategic Space Opera, featuring the compelling “just one more turn” gameplay, set in the mysterious ENDLESS™ Universe. As the leader of your civilization, will you impose your vision and build the greatest stellar empire?",- 81% of the 74 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/392110/ENDLESS_Space_2/?snr=1_7_7_7000_150_8,ENDLESSTM Space 2 is a Strategic Space Opera featuring the compelling just one more turn gameplay set in the mysterious ENDLESSTM Universe As the leader of your civilization will you impose your vision and build the greatest stellar empire,ENDLESSTM Space 2,endlesstm space 2 strategic space opera featuring compelling one turn gameplay set mysterious endlesstm universe leader civilization impose vision build greatest stellar empire,"['endlesstm', 'space', '2', 'strategic', 'space', 'opera', 'featuring', 'compelling', 'one', 'turn', 'gameplay', 'set', 'mysterious', 'endlesstm', 'universe', 'leader', 'civilization', 'impose', 'vision', 'build', 'greatest', 'stellar', 'empire']"
Slime Rancher 2,Free,"22 Sep, 2022","['Early Access', 'Cute', 'Relaxing', 'Colorful', 'Open World', 'Singleplayer', 'First-Person', 'Creature Collector', 'Adventure', 'Simulation', 'Family Friendly', 'Casual', 'Female Protagonist', '3D', 'Fantasy', 'Building', 'Multiplayer', 'Action-Adventure', 'FPS', 'Action']","Continue the adventures of Beatrix LeBeau as she journeys across the Slime Sea to Rainbow Island, a land brimming with ancient mysteries, and bursting with wiggly, new slimes to wrangle in this sequel to the smash-hit, Slime Rancher.",- 94% of the 765 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1657630/Slime_Rancher_2/?snr=1_7_7_7000_150_8,Continue the adventures of Beatrix LeBeau as she journeys across the Slime Sea to Rainbow Island a land brimming with ancient mysteries and bursting with wiggly new slimes to wrangle in this sequel to the smashhit Slime Rancher,Slime Rancher 2,continue adventure beatrix lebeau journey across slime sea rainbow island land brimming ancient mystery bursting wiggly new slime wrangle sequel smashhit slime rancher,"['continue', 'adventure', 'beatrix', 'lebeau', 'journey', 'across', 'slime', 'sea', 'rainbow', 'island', 'land', 'brimming', 'ancient', 'mystery', 'bursting', 'wiggly', 'new', 'slime', 'wrangle', 'sequel', 'smashhit', 'slime', 'rancher']"
Demonologist,Free,"25 Sep, 2023","['Horror', 'Multiplayer', 'Online Co-Op', 'Psychological Horror', 'Co-op', 'Investigation', 'First-Person', 'Dark', 'Surreal', 'Demons', 'Mystery', 'Detective', 'Indie', 'Cinematic', 'Thriller', '3D', 'Action', 'Tactical', 'Lovecraftian', 'Survival Horror']","Demonologist is a Co-Op horror game that can be played with at least 1 and up to 4 players. Your goal is to identify the type of evil spirit in cursed places and exorcise it using your equipment, either alone or with your team.",- 81% of the 516 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1929610/Demonologist/?snr=1_7_7_7000_150_8,Demonologist is a CoOp horror  that can be played with at least 1 and up to 4 players Your goal is to identify the type of evil spirit in cursed places and exorcise it using your equipment either alone or with your team,Demonologist,demonologist coop horror played least 1 4 player goal identify type evil spirit cursed place exorcise using equipment either alone team,"['demonologist', 'coop', 'horror', 'played', 'least', '1', '4', 'player', 'goal', 'identify', 'type', 'evil', 'spirit', 'cursed', 'place', 'exorcise', 'using', 'equipment', 'either', 'alone', 'team']"
